name,abv,ibu,descript,brewery_id,category_id
McChouffe,8.5,0,"Description : Dark Ale, strong, spicy, lightly hoppy, with evoluting taste. Natural Beer, bottle refermented, unfiltered, not pasteurised and without any additives
Alcohol : 8,5% alc./vol.
Original gravity : 16 Ã‚Â°Plato
Storage : Store the bottles vertically in a cold place, sheltered from light. The yeast deposit can either be drunk or left according to taste
Serve at : 8 to 12Ã‚Â°C (botlle)",167,3
471 Double IPA,9.2,0,,236,3
La Chouffe Golden Ale,8,0,,167,5
Saison Voisin,5,0,,184,-1
Olde Expensive Ale,0,0,,322,1
Quadrupel,10,0,,110,-1
Tripel,8,0,,110,-1
Dubbel,7,0,,110,-1
Old Growler,6.5,0,,903,2
Urthel Vlaemse Bock,7.5,0,,431,7
Watou Tripel,7.5,0,The flavour of this beer is pleasantly soft and is characterized by a delicate bitterness where the balance between malt and hop is based upon a fruity orange taste with a straight fresh after taste (7.5% alcohol content),296,5
Matilda,7,0,,586,-1
Old Engine Oil Special Reserve (aged in malt whisky casks),8,0,,638,-1
Imperial Stout,7.1,0,,935,3
EKU 28,11,0,,757,7
Eisbock,9.2,0,,757,7
Doppelbock Dunkel,8.5,0,"DoppelBock Dunkel has a pleasant full and creamy body, with a cofeeish aroma. Nicely warming with toffeelike malty sweetness, balanced by a hoppy-bitterness in the finish.",1115,7
Special London Ale,6.4,0,,1385,1
Oatmeal Stout,5.2,0,,1385,3
Super,8,0,,128,-1
Wayan,5.6,0,,128,-1
GABF 25th Year Beer,0,0,,160,1
Old Foghorn 2006,9.4,0,,39,-1
Grand Cru 2006,10,0,,21,-1
Cerveza Negra,6.5,0,,363,3
Cerveza Diablo,7.5,0,,363,8
Cerveza Roja,6,0,,363,7
Buffalo Belgian Stout,9,0,,300,-1
Rader AmbrÃƒÂ©e,0,0,,238,-1
Rader Blonde,6.5,0,,238,-1
Toleration,4.4,0,,626,-1
English Ale,0,0,,1185,3
Ripon Jewel Ale,5.8,0,,425,3
XTra,4.5,0,,200,-1
Bam BiÃƒÂ¨re,4.5,0,"An artisan farmhouse ale that is golden, naturally cloudy, bottle conditioned and dry hopped for a perfectly refreshing balance of spicy malts, hops and yeast.",723,5
Samichlaus Bier 2005,14,0,,1115,7
Barleywine,10,0,"Our American-style Barleywine undergoes a three hour boil to intensify the caramel malts and the enormous Pacific Northwest hop charge. The result is a rich, estery brew with toffee notes and citrus hop flavors layered throughout. Enjoy this brew fresh today or lay it down for aging to see how the flavors of each vintage evolve.",609,3
Old Godfather,10.2,0,,1177,-1
Aventinus Weizen-Eisbock,12,0,,1023,7
Aventinus Weizenstarkbier / Doppel Weizen Bock,8.2,0,"Dark-ruby, almost black-colored and streaked with fine top-fermenting yeast, this beer has a compact and persistent head. This is a very intense wheat doppelbock with a complex spicy chocolate-like arome with a hint of banana and raisins. On the palate, you experience a soft touch and on the tongue it is very rich and complex, though fresh with a hint of caramel. It finishes in a rich soft and lightly bitter impression.",1023,4
New Belgium Trippel Belgian Style Ale,8.5,0,"Our Trippel Belgian Style Ale (pronounced triple) opens with a bold blast of hops that slowly gives way to the fruity esters implied by our Belgian yeast strain. The Three Graces hand-painted on the label are ZeusÃ¢â‚¬â„¢s daughters Aglaia (splendor), Euphrosyne (mirth) and Thalia (good cheer). In the Belgian tradition of brewing singles, doubles and triples, Trippel is the strongest with the longest fermentation. Remarkably smooth and complex, our bottle-conditioned Trippel is spiced with a trace of coriander.",905,5
Hennepin Farmhouse Ale,7.7,0,,249,-1
Abbey Belgian Style Ale,7,0,"Winner of four World Beer Cup medals and eight medals at the Great American Beer Fest, Abbey Belgian Ale is the Mark Spitz of New BelgiumÃ¢â‚¬â„¢s lineup - but it didnÃ¢â‚¬â„¢t start out that way. When Jeff and Kim first sampled the beer at the Lyons Folks Fest, reviews were mixed at best. One of founder JeffÃ¢â‚¬â„¢s first two Belgian style homebrews (along with Fat Tire), Abbey is a Belgian dubbel (or double) brewed with six different malts and an authentic Belgian yeast strain. Abbey is bottle-conditioned, weighs in at 7.0% alcohol by volume, and pairs well with chocolate (or boldly served by itself) for dessert.",905,5
India Pale Ale,6.8,0,,1142,3
Bigfoot 2006,9.6,0,,1142,-1
Iron Fist Pale Ale,0,0,An amber pale ale dry hopped with a blend of American hops.,1054,3
Demolition,8,0,,586,8
Oro de Calabaza,8,0,Brewed in the Franco-Belgian tradition of strong golden ales.  Spicy and peppery with a gentle hop bouquet and the beguiling influence of wild yeast.,723,5
La Roja,7.2,0,"An artisan amber ale brewed in the Flanders tradition.  Deep amber with earthy caramel, spice, and sour fruit notes developed through natural barrel aging.  Unfiltered, unpasteurized and blended from barrels ranging in age from two to ten months.",723,3
Brother Thelonious,9,0,,919,-1
Hop Trip Fresh Hop Pale Ale,5.5,0,"This Fresh Hop Pale Ale is all about celebrating the hop harvest in the fall.  Fresh picked hops have to be added to the brew immediately and in abundance.  Roughly 270 pounds of Crystal hops from Doug Weathers' farm outside Salem, Oregon will be added to the 50 barrel batch in addition to some dry kilned whole flower hops.  That adds up to approximately 5.5 pounds of hops per barrel brewed.  Another deliciously interesting beer in our Bond Street Series.",441,3
Organic Belgian Ale,0,0,,130,-1
Nieuw Ligt Grand Cru 2006,12,0,,1192,-1
Hibernation Ale,8.1,0,"Great DivideÃ¢â‚¬â„¢s award-winning Hibernation Ale is ColoradoÃ¢â‚¬â„¢s original strong ale Ã¢â‚¬â€œ it has been our winter seasonal each year since 1995. Since that time, Hibernation has become the most sought-after winter beer in Colorado. HibernationÃ¢â‚¬â„¢s massive flavors are so intense that it requires over three months of aging each year. Each summer, while our brewers are still spending their weekends in flip-flops and shorts, they prepare for JulyÃ¢â‚¬â„¢s Hibernation brewing schedule.
We cellar Hibernation until late October, when it reaches the peak of perfection. This lengthy aging process gives Hibernation its revered malty richness, complex hop profile and hearty warming character, which is perfect right out of the bottle or cellared for longer periods of time. Hibernation is a lively treat that really beats the winter chill. This scrumptious, collectible, and imminently cellarable ale is only available for six weeks each year, from November 1 to December 15.  Hibernation Ale is the perfect gift or accompaniment to your winter festivities.",604,1
Wee Heavy Winter Ale,0,0,,623,1
2Ã‚Â° Below,6.6,0,"Pull on your wool socks and crack open a 2Ã‚Â° Below Ale. This tasty winter warmer started life as a small batch beer brewed for the Al Johnson Uphill Downhill Ã¢â‚¬â€œ a telemark ski race in Crested Butte, Colorado. The Uphill Downhill celebrates the exploits of Al Johnson, letter carrier extraordinaire, who delivered mail by ski in the late 1800Ã¢â‚¬â„¢s. Dry hopping during fermentation creates a floral nose with a hint of pepper and spicy, subtle undertones. 2Ã‚Â° Below provides a bright, hoppy palate and a cheery warm afterglow.",905,1
Monkey Wrench Dark Ale,5.3,0,,425,2
Old Legover,4.1,0,,425,-1
Hercules Double IPA,9.1,0,"Hoppier, maltier and with more alcohol than a standard IPA, Hercules Double IPA definitely is not for the faint of heart. Hercules Double IPA is, however, an elixir fit for the gods. A brash but creamy wonder, Hercules pours a deep orange-coppery color, forming substantial lace in the glass. Hercules Double IPA delivers a huge amount of piney, floral, and citrusy hop aroma and flavor from start to finish. A hefty backbone of nutty, toffee-like malt character balances HerculesÃ¢â‚¬â„¢ aggressive, punchy hop profile.",604,3
Fresh Hop Pale Ale,6.1,0,"The September hop harvest is a once-a-year opportunity to brew with fresh hops, also called Ã¢â‚¬Å“wet hops.Ã¢â‚¬Â Given the perishable nature of just-harvested hop cones, they are shipped overnight to Great Divide shortly after harvest. The morning of the scheduled hop delivery in Denver, Great DivideÃ¢â‚¬â„¢s brewers begin brewing Fresh Hop and are ready to hop the beer just as the fresh hops are delivered.
Using fresh hops is a big endeavor, requiring four to five times the volume of hops compared to the usual process of using pelletized hops. This complex process brings impressive results: Fresh Hop is an American-Style Pale Ale with moderate hop bitterness marked by a unique and intensely grassy hop flavor and aroma. Fresh Hop is a superbly refreshing, medium bodied, light-copper colored pale ale.",604,3
Twisted Thistle India Pale Ale,6.1,0,,98,3
Espresso Stout,0,0,,1315,-1
Inversion IPA,6.8,0,"After several months of experimentation, energy and obsession, Deschutes BreweryÃ¢â‚¬â„¢s brewers have triumphed once again.  Inversion I.P.A.'s trio of American hops delivers an over-the-top nose with hints of orange and grapefruit.  Inversion is then dry-hopped for seven days resulting in an added hoppy kick.  To balance the hop character, DeschutesÃ¢â‚¬â„¢ brewers used crystal and caraston malts that weave throughout the beer providing soft, complex caramel flavors. 
Just like clear days up on the mountain, Inversion I.P.A. will deliver a path to higher ground.  Inversion I.P.A. is a phenomenal NW-style I.P.A., beckoning all beer drinkers and enticing I.P.A. lovers to invert their world and find clarity above the routine of the everyday.",441,3
India Pale Ale,7.5,0,,844,3
London Porter,6.5,0,,844,2
Hitachino Nest Celebration Ale 2006,9,0,,742,-1
Rubia,6,0,,363,8
Session Premium Lager,5.1,0,,562,8
Mocny BOSS / BOSS Beer,8.1,0,,156,8
La Rossa,7.2,0,,127,7
Blue Paddle Pilsener,4.8,0,"Climb on in and grab a paddle. Our first foray into lagered beers, Blue Paddle Pilsener-Lager, is a Czech style pilsener with a refreshing crispness from noble hops and a rich, malty finish. Ã¢â‚¬ËœBlue PaddleÃ¢â‚¬â„¢ refers to the implement our warehouse managerÃ¢â‚¬â„¢s Grandma once used to lovingly paddle his a** when she caught him stealing sips of her beer. With more body than a traditional Belgian pils, Blue Paddle is reflective of EuropeÃ¢â‚¬â„¢s finest pilseners.",905,7
Lager,4,0,,367,8
Hell,4.9,0,,70,-1
Pilsner,4.9,0,,70,-1
Ungespundet Lager Hefetrub,5.2,0,,70,-1
Keller-Bier,0,0,,1188,-1
Imperial Porter,0,0,,1264,2
Amber Ale,0,0,,1264,3
La Folie,6,0,"La Folie Wood-Aged Biere, is our original wood-conditioned beer, resting in French Oak barrels between one and three years before being bottled. . Peter Bouckaert, came to us from Rodenbach Ã¢â‚¬â€œ home of the fabled sour red. Our La Folie emulates the spontaneous fermentation beers of PeterÃ¢â‚¬â„¢s beloved Flanders with sour apple notes, a dry effervescence, and earthy undertones. New in 2010, we'll do a single bottling of La Folie for the year. Collect the 22oz unique to 2010 designed bottle and start a yearly wood-aged collection of goodness.",905,-1
Abt 12,10,0,"The absolute top quality in the hierarchy of the St. Bernardus beers. It is also the beer with the highest alcohol content (10.50 %).
A dark ivory coloured beer with a high fermentation. 
The show piece of the brewery. Thanks to its soft and unconditionally genuine aroma, the beer can be smoothly tasted.  The Abt has a very fruity flavour.",296,5
Nostradamus,9.5,0,,195,-1
Triple,9,0,,175,-1
Ultrabrune,10,0,,168,-1
PÃƒÂ¨re NoÃƒÂ«l,0,0,,277,-1
Bah Humbug,6,0,,1375,1
Harvest Ale 2005 (Port),11.5,0,,727,-1
Harvest Ale 2005,11.5,0,,727,1
Moonraker,7.5,0,,727,-1
Old Engine Oil,6,0,,638,2
Pitchfork Rebellious Bitter,4.3,0,,1043,-1
Bitter and Twisted,3.8,0,,638,-1
India Pale Ale,0,0,,1185,3
Old Slug Porter,4.5,0,,1043,2
Golden Abbot Lager,0,0,,744,-1
Porter,7.1,0,,744,2
MÃƒÂ¶nchshof KellerbrÃƒÂ¤u,0,0,,757,-1
Nightmare,5,0,,626,2
Ur-Weisse,0,0,,205,4
Schlenkerla Helles Lagerbier,4.3,0,,650,-1
Ondineke Oilsjtersen Tripel,8.5,0,,743,-1
Ale Mary,6,0,,1043,3
Jan de Lichte,7,0,,743,-1
Bigfoot 2000,9.6,0,,1142,-1
Rauchbier Lager,4.6,0,,222,-1
Bourbon Imperial Stout,0,0,,14,-1
Witbier,0,0,,14,-1
Bavarian Bock,0,0,,14,7
Heater,0,0,,14,3
Harvest Brown,0,0,,14,3
Brout,0,0,,14,-1
Aecht Schlenkerla Rauchbier MÃƒÂ¤rzen,0,0,,650,-1
Aecht Schlenkerla Rauchbier Weizen,0,0,,650,8
Kapuziner Schwarz-Weizen,5.4,0,,757,-1
Christmas Bock,6,0,,70,7
Prior 8,8,0,"This noble delicious beer with a high fermentation has a ruby purple colour with a full malty and fruity taste (8% alcohol content). 
This beer has a beautiful round froth due to the second fermentation with a taste that creates a perfect balance between sweet and sour.",296,5
Old Man Ale,4.8,0,,395,-1
Criminally Bad Elf,10.5,0,,1056,-1
Very Bad Elf Special Reserve Ale,7.5,0,,1056,-1
Weisse,4.9,0,,70,4
MÃƒÂ¶nchshof Premium Schwarzbier,4.9,0,"Schwarzbier means \black beer\"" in German. It is a medium-bodied",757,7
St. Bernardus Tripel,8,0,"This beer, with high fermentation, has a pale amber colour and a flowery, fruity taste with a harmonious balance between sweet and sour (8% alcohol content). 
This beer has a thick and vivid froth and strikes by its balanced taste with a delicate bitterness.",296,5
BiÃƒÂ¨re Blanche,0,0,,296,-1
Wychcraft,0,0,,1375,-1
Double Bastard Ale,10,0,,1204,3
Rochefort 6,7.5,0,"eddish colour, almost like autumn leaves, very consistent texture with a slightly spicy aroma and an intense taste of caramel, fruit, and hints of raisins. It is only brewed about once per year, representing approximately 1% of total beer production, thus is quite difficult to obtain.",7,3
Guldenberg,8.5,0,,277,-1
Westmalle Trappist Tripel,9.5,0,"Was first brewed in 1934 and the recipe has not changed since 1956. It is made with pale candy sugar and has a very pale color produced from a mash of light pilsener malts. Styrian Goldings hops are used along with some German varieties and the classic Saaz pilsener hop. After a long secondary fermentation, the Tripel Westmalle is bottled with a dose of sugar and yeast. This beer holds up well in the bottle over time and seems to soften with age.",262,5
Fire in the Hole!,0,0,,590,-1
Cow Palace Scotch Ale,6.8,0,,590,1
Toil & Trubbel Dubbel,8.1,0,,590,-1
Abtskelder Tripel,8.4,0,,590,-1
All-American Gold,0,0,,590,-1
Curator Dunkler Doppelbock,9,0,,511,7
Kloster Dunkel,0,0,,511,-1
Kloster Edel-Hell,0,0,,511,-1
Teton Ale,0,0,,594,3
Pilsener,4.8,0,,534,-1
Nickelbier,6.5,0,,230,7
Edel-Pils,4.8,0,,216,-1
Weiss-Gold,0,0,,845,-1
Zwickelbier,0,0,,225,-1
Pils,5,0,,225,-1
Spezial,5.1,0,,225,-1
WeiÃƒÅ¸e,0,0,,1120,4
Schwarzbier,5.3,0,,1120,7
Pils,4.9,0,,1120,-1
Original NÃ‚Âº 1 NaturtrÃƒÂ¼b,0,0,,1120,-1
Schwarze,0,0,,74,7
Blonde,0,0,,74,-1
Rotgold-Pils,4.9,0,,74,8
Spezial,5.2,0,,30,-1
Pils,4.9,0,,30,-1
Coronator Helle Doppelbock,7.5,0,,204,7
See-Weizen Bio-Hefeweizen,0,0,,204,4
Kellerpils,0,0,,204,-1
Pils,0,0,,204,-1
Kronenbier,0,0,,204,-1
Dunkles Weissbier,0,0,,1146,-1
Festbier,0,0,,1146,7
Dunkles Lager,0,0,,1146,-1
Weizen,0,0,,1146,4
BrÃƒÂ¤ustatt Pils,0,0,,1146,-1
BrÃƒÂ¤ustatt Gold,0,0,,1146,-1
Altbairisch Dunkel,0,0,,205,-1
Pickled Santa,6,0,,671,-1
Manchester Star Ale,7.3,0,,727,1
Moinette Brune,8.5,0,,189,-1
Chocolat,8,0,,192,-1
BiÃƒÂ¨re de NoÃƒÂ«l,0,0,,190,-1
BiÃƒÂ¨re de Gamme,0,0,,164,-1
Panil BarriquÃƒÂ©e,0,0,,129,-1
CuvÃƒÂ©e du 7ÃƒÂ¨me,0,0,,183,-1
Dark White,0,0,,192,-1
Festive Ale 2006,0,0,,501,-1
Green Valley Stone Mill Pale Ale,5.5,0,,44,3
Green Valley Wild Hop Lager,0,0,,44,8
LÃƒÂ¶wen Weisse,0,0,,806,4
Herbstbier,0,0,,1198,7
Altbier,0,0,,1198,3
Huusbier,0,0,,1198,-1
Leermond Bier,0,0,,217,-1
Original Ittinger KlosterbrÃƒÂ¤u,0,0,,649,8
Huusbier Schwarz,4.5,0,,233,2
Oktoberfest,0,0,,233,4
Weizentrumpf,5.5,0,,233,4
Honey Brown Ale,6,0,,233,8
Huusbier Hell,4.6,0,,233,-1
KÃƒÂ¶nig Ludwig Weissbier Dunkel,0,0,,748,-1
Gambrinus,4.6,0,,877,-1
NaturtrÃƒÂ¼bes Kellerbier,0,0,,877,7
Stout,5,0,,1116,3
Weizen,5,0,,1116,4
Spezial,5.5,0,,1116,-1
Naturtrubes,5.1,0,,1116,-1
St. Galler Landbier,0,0,,219,-1
Maisbier,0,0,,569,-1
Weizenbier,0,0,,569,4
Dunkel,0,0,,569,-1
Hell,0,0,,569,-1
Spezial,5.6,0,,877,-1
Single-Malt-Bier,0,0,,1344,8
Ur-Pils,5.1,0,,1344,-1
Ur-Weizen,5,0,,1344,4
Hanf,5,0,,1344,-1
Dunkel,4.8,0,,1344,-1
Hell,4.8,0,,1344,-1
Blond,4.8,0,,1344,-1
Dunkle Weisse,5.3,0,,213,-1
WalderBrÃƒÂ¤u Export,0,0,,750,-1
Hefe-Weizen,5.2,0,,216,4
Edel-Spezial,5.2,0,,216,-1
Alt-DÃƒÂ¼rrener-WeiÃƒÅ¸e,0,0,,479,-1
Edelweiss,0,0,,479,4
Kristall-Weizen,0,0,,479,-1
Hofgutsbier,0,0,,479,-1
Humpis-Original Naturtrub,5.1,0,,479,-1
Hefeweizen,0,0,,568,4
Spezial,0,0,,568,8
Kellerpils,0,0,,568,-1
Sanwald Dunkelweizen,0,0,,451,-1
Das Schwarze / Dark,4.9,0,,451,-1
Hecker Dunkel,5.2,0,,1083,-1
Kristall Weizen,0,0,,1083,-1
Hefe Weizen Dunkel,0,0,,1083,-1
Schimmele Hefe Pils,0,0,,1083,-1
Hefe Weizen Hell,0,0,,1083,4
Spezial-Export,0,0,,1083,-1
Edel-Pils,0,0,,1083,-1
Herbstbeer,0,0,,230,7
Weizen,0,0,,230,4
Kupfer,0,0,,230,8
Messing,0,0,,230,-1
Saison,0,0,,905,-1
Duinen Dubbel,8,0,,285,-1
Castelain St.Amand French Country Ale,5.9,0,,165,-1
Red Racer India Pale Ale,6.5,0,,357,3
Steelhead Stout,0,0,,357,3
Iceberg Copper Bock,0,0,,357,7
Boomers Red Ale,0,0,,357,-1
